Date,Price,Ticker,Return,Delta_Price,Volatility,Signal,Label,P/E Ratio
2020-03-20,55.55887985229492,AAPL,-0.06348563334299784,-3.76629638671875,1.0122388114592191,-1,Sell,31.212137
2020-03-23,54.37858581542969,AAPL,-0.021244021477810238,-1.1802940368652344,1.0048137247829885,-1,Sell,31.212137
2020-03-24,59.834136962890625,AAPL,0.10032535906649032,5.4555511474609375,1.0767822485394145,1,Buy,31.212137
2020-03-25,59.50452423095703,AAPL,-0.005508773898385444,-0.32961273193359375,1.0738259085391115,-1,Sell,31.212137
2020-03-26,62.63582229614258,AAPL,0.05262285692818791,3.131298065185547,1.069808635480458,1,Buy,31.212137
2020-03-27,60.04256820678711,AAPL,-0.041402092194056994,-2.5932540893554688,1.0795317319172733,-1,Sell,31.212137
2020-03-30,61.75605392456055,AAPL,0.02853784854558805,1.7134857177734375,1.026556662266372,1,Buy,31.212137
2020-03-31,61.63003921508789,AAPL,-0.0020405239885726845,-0.12601470947265625,1.0220535193091504,-1,Sell,31.212137
2020-04-01,58.38724136352539,AAPL,-0.05261716352711032,-3.2427978515625,1.0171423896751568,-1,Sell,31.212137
2020-04-02,59.361534118652344,AAPL,0.016686740670978084,0.9742927551269531,1.017335403003372,1,Buy,31.212137
2020-04-03,58.5084228515625,AAPL,-0.014371449116942214,-0.8531112670898438,1.0174328587633132,-1,Sell,31.212137
2020-04-06,63.61254119873047,AAPL,0.08723732581404997,5.104118347167969,1.0323231784534423,1,Buy,31.212137
2020-04-07,62.875755310058594,AAPL,-0.011582399866248094,-0.736785888671875,0.9984740453331996,-1,Sell,31.212137
2020-04-08,64.48505401611328,AAPL,0.025594900580021118,1.6092987060546875,0.9958992120614315,1,Buy,31.212137
2020-04-09,64.95035552978516,AAPL,0.007215648971242272,0.465301513671875,0.924818945430072,1,Sell,31.212137
2020-04-13,66.22518920898438,AAPL,0.019627816796393027,1.2748336791992188,0.8233115166040762,1,Buy,31.212137
2020-04-14,69.56977081298828,AAPL,0.05050316418801826,3.3445816040039062,0.6846861786335334,1,Buy,31.212137
2020-04-15,68.93479919433594,AAPL,-0.0091271195985283,-0.6349716186523438,0.674998094409821,-1,Sell,31.212137
2020-04-16,69.48252868652344,AAPL,0.007945616707221825,0.5477294921875,0.6648426634030112,1,Sell,31.212137
2020-04-17,68.53975677490234,AAPL,-0.013568474398427455,-0.9427719116210938,0.6670577285170876,-1,Sell,31.212137
2020-04-20,67.11709594726562,AAPL,-0.02075672419306951,-1.4226608276367188,0.6219882509665721,-1,Sell,31.212137
2020-04-21,65.04246520996094,AAPL,-0.030910615365938088,-2.0746307373046875,0.6293731976344075,-1,Sell,31.212137
2020-04-22,66.9159164428711,AAPL,0.02880350901311224,1.8734512329101562,0.5372783077295955,1,Buy,31.212137
2020-04-23,66.65660095214844,AAPL,-0.003875243806068851,-0.25931549072265625,0.5368394989283712,-1,Sell,31.212137
2020-04-24,68.58094024658203,AAPL,0.028869448290875788,1.9243392944335938,0.5158214559678309,1,Buy,31.212137
2020-04-27,68.62942504882812,AAPL,0.0007069719673100661,0.04848480224609375,0.4863534535780507,1,Sell,31.212137
2020-04-28,67.5169906616211,AAPL,-0.016209291953350413,-1.1124343872070312,0.48618381342195666,-1,Sell,31.212137
2020-04-29,69.7345962524414,AAPL,0.03284514859281007,2.2176055908203125,0.4952577452885748,1,Buy,31.212137
2020-04-30,71.2057113647461,AAPL,0.02109591495990326,1.4711151123046875,0.4448087646077985,1,Buy,31.212137
2020-05-01,70.05935668945312,AAPL,-0.016099195602735428,-1.1463546752929688,0.4537357118825598,-1,Sell,31.212137
2020-05-04,71.05061340332031,AAPL,0.014148812674102285,0.9912567138671875,0.4457271250032261,1,Buy,31.212137
2020-05-05,72.11698913574219,AAPL,0.015008677354670708,1.066375732421875,0.3415539913612743,1,Buy,31.212137
2020-05-06,72.86105346679688,AAPL,0.010317462500468055,0.7440643310546875,0.33494893914240054,1,Buy,31.212137
2020-05-07,73.61478424072266,AAPL,0.01034476909216342,0.7537307739257812,0.32839673524240787,1,Buy,31.212137
2020-05-08,75.36695098876953,AAPL,0.02380183228299959,1.752166748046875,0.3338773282842126,1,Buy,31.212137
2020-05-11,76.55289459228516,AAPL,0.015735592165488255,1.185943603515625,0.3323111882104613,1,Buy,31.212137
2020-05-12,75.67802429199219,AAPL,-0.011428311169061067,-0.8748703002929688,0.2967784514103843,-1,Sell,31.212137
2020-05-13,74.76425170898438,AAPL,-0.012074477254878646,-0.9137725830078125,0.29873586323113394,-1,Sell,31.212137
2020-05-14,75.22357177734375,AAPL,0.006143578754018053,0.459320068359375,0.2985073920290996,1,Sell,31.212137
2020-05-15,74.77883911132812,AAPL,-0.005912145029911664,-0.444732666015625,0.29367970551687017,-1,Sell,31.212137
2020-05-18,76.54073333740234,AAPL,0.023561401153221695,1.7618942260742188,0.28508068763657424,1,Buy,31.212137
2020-05-19,76.09842681884766,AAPL,-0.005778707614479406,-0.4423065185546875,0.25323272893159987,-1,Sell,31.212137
2020-05-20,77.57842254638672,AAPL,0.019448440518516907,1.4799957275390625,0.24508590159372015,1,Buy,31.212137
2020-05-21,77.00000762939453,AAPL,-0.0074558736567030826,-0.5784149169921875,0.24761293146262925,-1,Sell,31.212137
2020-05-22,77.49578094482422,AAPL,0.0064386138481422606,0.4957733154296875,0.23419993650153284,1,Sell,31.212137
2020-05-26,76.97086334228516,AAPL,-0.006773499100716118,-0.5249176025390625,0.23801469271038983,-1,Sell,31.212137
2020-05-27,77.30622100830078,AAPL,0.004356943023028137,0.335357666015625,0.22347643694152777,1,Sell,31.212137
2020-05-28,77.3402328491211,AAPL,0.0004399625331144019,0.0340118408203125,0.2021358769634623,1,Sell,31.212137
2020-05-29,77.26492309570312,AAPL,-0.0009737461427726801,-0.07530975341796875,0.19423885155641146,-1,Sell,31.212137
2020-06-01,78.21512603759766,AAPL,0.01229798599187859,0.9502029418945312,0.1806288606785832,1,Buy,31.212137
2020-06-02,78.57719421386719,AAPL,0.004629132427600879,0.36206817626953125,0.1777791745720955,1,Sell,31.212137
2020-06-03,79.009765625,AAPL,0.005505050357937913,0.4325714111328125,0.17391699783994446,1,Sell,31.212137
2020-06-04,78.32931518554688,AAPL,-0.008612232096507078,-0.680450439453125,0.1786248878660013,-1,Sell,31.212137
2020-06-05,80.56022644042969,AAPL,0.02848117910386705,2.2309112548828125,0.19812990695901456,1,Buy,31.212137
2020-06-08,81.03652954101562,AAPL,0.005912385325010705,0.4763031005859375,0.1848561377680483,1,Sell,31.212137
2020-06-09,83.59552001953125,AAPL,0.031578233828738034,2.558990478515625,0.20589660332602727,1,Buy,31.212137
2020-06-10,85.7462158203125,AAPL,0.025727405012598403,2.15069580078125,0.20999986646819144,1,Buy,31.212137
2020-06-11,81.62950897216797,AAPL,-0.04801036184233942,-4.116706848144531,0.2791623606454674,-1,Sell,31.212137
2020-06-12,82.33425903320312,AAPL,0.0086335207685182,0.7047500610351562,0.2794905778639406,1,Sell,31.212137
2020-06-15,83.35250091552734,AAPL,0.012367171263587773,1.0182418823242188,0.2778339274955684,1,Buy,31.212137
2020-06-16,85.56150817871094,AAPL,0.026501991409019432,2.2090072631835938,0.28053978918368705,1,Buy,31.212137
2020-06-17,85.44243621826172,AAPL,-0.0013916533612348125,-0.11907196044921875,0.2785769539390567,-1,Sell,31.212137
2020-06-18,85.47647094726562,AAPL,0.00039833518928422684,0.03403472900390625,0.2745161733824632,1,Sell,31.212137
2020-06-19,84.98799896240234,AAPL,-0.00571469527754187,-0.48847198486328125,0.27353594305566925,-1,Sell,31.212137
2020-06-22,87.21161651611328,AAPL,0.026163900560767894,2.2236175537109375,0.28360231259184215,1,Buy,31.212137
2020-06-23,89.0730972290039,AAPL,0.021344412444719518,1.861480712890625,0.2842677792129448,1,Buy,31.212137
2020-06-24,87.50079345703125,AAPL,-0.017651836759760564,-1.5723037719726562,0.29788544069926337,-1,Sell,31.212137
2020-06-25,88.66242980957031,AAPL,0.013275723643689119,1.1616363525390625,0.29797437746477234,1,Buy,31.212137
2020-06-26,85.93819427490234,AAPL,-0.030725929128257556,-2.7242355346679688,0.3259653159969985,-1,Sell,31.212137
2020-06-29,87.91876983642578,AAPL,0.023046511254214863,1.9805755615234375,0.33111507212208446,1,Buy,31.212137
2020-06-30,88.6526870727539,AAPL,0.008347674082492151,0.733917236328125,0.3311631091245267,1,Sell,31.212137
2020-07-01,88.4850082397461,AAPL,-0.001891412866822706,-0.1676788330078125,0.33242475170473024,-1,Sell,31.212137
2020-07-02,88.4850082397461,AAPL,0.0,0.0,0.3288281356329261,-1,Sell,31.212137
2020-07-06,90.85199737548828,AAPL,0.02675017138868241,2.3669891357421875,0.3273348432611101,1,Buy,31.212137
2020-07-07,90.57012176513672,AAPL,-0.003102580223818041,-0.2818756103515625,0.3290118309884983,-1,Sell,31.212137
2020-07-08,92.67949676513672,AAPL,0.02328996537588801,2.109375,0.32162545114324953,1,Buy,31.212137
2020-07-09,93.07805633544922,AAPL,0.004300407147467711,0.3985595703125,0.3124994125779166,1,Sell,31.212137
2020-07-10,93.24085235595703,AAPL,0.0017490268589313018,0.1627960205078125,0.2445644878555848,1,Sell,31.212137
2020-07-13,92.81072998046875,AAPL,-0.004613024920088082,-0.43012237548828125,0.2477357919736419,-1,Sell,31.212137
2020-07-14,94.34659576416016,AAPL,0.016548364440346575,1.5358657836914062,0.24957151231911753,1,Buy,31.212137
2020-07-15,94.9954605102539,AAPL,0.006877457960600131,0.64886474609375,0.23798797521973442,1,Sell,31.212137
2020-07-16,93.82654571533203,AAPL,-0.012304954243531507,-1.168914794921875,0.24513381830857714,-1,Sell,31.212137
2020-07-17,93.63697052001953,AAPL,-0.0020204857150732947,-0.1895751953125,0.24585973603792405,-1,Sell,31.212137
2020-07-20,95.61029052734375,AAPL,0.021074154752820817,1.9733200073242188,0.2491993081005639,1,Buy,31.212137
2020-07-21,94.29070281982422,AAPL,-0.013801733058662169,-1.3195877075195312,0.24672523953713887,-1,Sell,31.212137
2020-07-22,94.55560302734375,AAPL,0.0028093990138742253,0.26490020751953125,0.23808921451061316,1,Sell,31.212137
2020-07-23,90.25174713134766,AAPL,-0.04551666700017232,-4.303855895996094,0.2860190245850771,-1,Sell,31.212137
2020-07-24,90.02816772460938,AAPL,-0.002477286189406347,-0.22357940673828125,0.28301669312101235,-1,Sell,31.212137
2020-07-27,92.161865234375,AAPL,0.02370033250362802,2.133697509765625,0.26784076152884634,1,Buy,31.212137
2020-07-28,90.64787292480469,AAPL,-0.01642753546404585,-1.5139923095703125,0.26655131698126844,-1,Sell,31.212137
2020-07-29,92.38544464111328,AAPL,0.019168367224126293,1.7375717163085938,0.27284277500826404,1,Buy,31.212137
2020-07-30,93.50334167480469,AAPL,0.012100358861009575,1.1178970336914062,0.27457106811121174,1,Buy,31.212137
2020-07-31,103.29205322265625,AAPL,0.10468836057106623,9.788711547851562,0.45322533383399444,1,Buy,31.212137
2020-08-03,105.89476776123047,AAPL,0.025197626122929417,2.6027145385742188,0.45241256567077054,1,Buy,31.212137
2020-08-04,106.60195922851562,AAPL,0.006678247492640121,0.7071914672851562,0.45053952812945164,1,Sell,31.212137
2020-08-05,106.98835754394531,AAPL,0.0036246830567288058,0.3863983154296875,0.44740367234527967,1,Sell,31.212137
2020-08-06,110.72108459472656,AAPL,0.03488909575276011,3.73272705078125,0.4575022602559046,1,Buy,31.212137
2020-08-07,108.20377349853516,AAPL,-0.02273560727304602,-2.5173110961914062,0.4707807571246053,-1,Sell,31.212137
2020-08-10,109.7764892578125,AAPL,0.014534758894509725,1.5727157592773438,0.4689480494307961,1,Buy,31.212137
2020-08-11,106.51175689697266,AAPL,-0.029739813897423417,-3.2647323608398438,0.48727032600440395,-1,Sell,31.212137
2020-08-12,110.05158233642578,AAPL,0.0332341287251241,3.539825439453125,0.4964252403088107,1,Buy,31.212137
2020-08-13,111.99923706054688,AAPL,0.017697653071149455,1.9476547241210938,0.4916832431782354,1,Buy,31.212137
2020-08-14,111.89942932128906,AAPL,-0.0008911465995420365,-0.0998077392578125,0.4913535753612994,-1,Sell,31.212137
2020-08-17,111.60728454589844,AAPL,-0.0026107798508231417,-0.292144775390625,0.4910763847559547,-1,Sell,31.212137
2020-08-18,112.53726959228516,AAPL,0.008332655437058634,0.9299850463867188,0.4841563517719675,1,Sell,31.212137
2020-08-19,112.67847442626953,AAPL,0.001254738403516864,0.141204833984375,0.4844646787581631,1,Sell,31.212137
2020-08-20,115.17876434326172,AAPL,0.02218959681272792,2.5002899169921875,0.440604245340589,1,Buy,31.212137
2020-08-21,121.11422729492188,AAPL,0.05153261528289166,5.935462951660156,0.45744610191995777,1,Buy,31.212137
2020-08-24,122.56275177001953,AAPL,0.011959986101140574,1.4485244750976562,0.4564910520235384,1,Buy,31.212137
2020-08-25,121.55728149414062,AAPL,-0.008203718188096842,-1.0054702758789062,0.4499315969115157,-1,Sell,31.212137
2020-08-26,123.21034240722656,AAPL,0.013599028316256145,1.6530609130859375,0.449705334510038,1,Buy,31.212137
2020-08-27,121.73747253417969,AAPL,-0.011954109081028674,-1.472869873046875,0.4596635243350825,-1,Sell,31.212137
2020-08-28,121.54027557373047,AAPL,-0.0016198542350536194,-0.19719696044921875,0.31145278560974593,-1,Sell,31.212137
2020-08-31,125.66194915771484,AAPL,0.03391199801488054,4.121673583984375,0.31914657242744476,1,Buy,31.212137
2020-09-01,130.66738891601562,AAPL,0.0398325809192932,5.005439758300781,0.33742031021009294,1,Buy,31.212137
2020-09-02,127.96013641357422,AAPL,-0.020718654630662692,-2.7072525024414062,0.3545720811954989,-1,Sell,31.212137
2020-09-03,117.7155532836914,AAPL,-0.08006073936004376,-10.244583129882812,0.46255316124869744,-1,Sell,31.212137
2020-09-04,117.7934799194336,AAPL,0.000661990990726391,0.0779266357421875,0.45230984133541785,1,Sell,31.212137
2020-09-08,109.8665771484375,AAPL,-0.06729491968840551,-7.926902770996094,0.5171968274906467,-1,Sell,31.212137
2020-09-09,114.24876403808594,AAPL,0.039886442295619995,4.3821868896484375,0.5221316597734494,1,Buy,31.212137
2020-09-10,110.5190200805664,AAPL,-0.032645814498931336,-3.7297439575195312,0.5256272663179445,-1,Sell,31.212137
2020-09-11,109.06802368164062,AAPL,-0.01312892928174747,-1.4509963989257812,0.5238257577144544,-1,Sell,31.212137
2020-09-14,112.3400650024414,AAPL,0.030000005596063195,3.2720413208007812,0.5351084964698168,1,Buy,31.212137
2020-09-15,112.51537322998047,AAPL,0.0015605138517167383,0.1753082275390625,0.5349662529520728,1,Sell,31.212137
2020-09-16,109.19465637207031,AAPL,-0.029513450140921105,-3.3207168579101562,0.5448205497536037,-1,Sell,31.212137
2020-09-17,107.45148468017578,AAPL,-0.015963891913857386,-1.7431716918945312,0.5473242011692535,-1,Sell,31.212137
2020-09-18,104.04310607910156,AAPL,-0.03172016292952207,-3.4083786010742188,0.5494352552248548,-1,Sell,31.212137
2020-09-21,107.19829559326172,AAPL,0.030325791232735266,3.1551895141601562,0.525384206625094,1,Buy,31.212137
2020-09-22,108.88299560546875,AAPL,0.015715735057945546,1.6847000122070312,0.5272107517573037,1,Buy,31.212137
2020-09-23,104.3157958984375,AAPL,-0.04194594097668136,-4.56719970703125,0.542988227358949,-1,Sell,31.212137
2020-09-24,105.38699340820312,AAPL,0.010268794869844555,1.071197509765625,0.541434690615099,1,Buy,31.212137
2020-09-25,109.3406982421875,AAPL,0.03751606062685742,3.953704833984375,0.5637155827801483,1,Buy,31.212137
2020-09-28,111.95054626464844,AAPL,0.023868953321298347,2.6098480224609375,0.5727785793381823,1,Buy,31.212137
2020-09-29,111.10331726074219,AAPL,-0.007567886287070169,-0.84722900390625,0.5555362164869181,-1,Sell,31.212137
2020-09-30,112.77830505371094,AAPL,0.015075947633838904,1.67498779296875,0.5352967216823402,1,Buy,31.212137
2020-10-01,113.73262023925781,AAPL,0.008461868486961066,0.954315185546875,0.5352432895673375,1,Sell,31.212137
2020-10-02,110.06133270263672,AAPL,-0.03227998729738091,-3.6712875366210938,0.46960360584350647,-1,Sell,31.212137
2020-10-05,113.45023345947266,AAPL,0.030791020548443182,3.3889007568359375,0.4846037722408319,1,Buy,31.212137
2020-10-06,110.19766235351562,AAPL,-0.02866958495170424,-3.2525711059570312,0.4314557321891019,-1,Sell,31.212137
2020-10-07,112.0674057006836,AAPL,0.016967177953102208,1.8697433471679688,0.41088719899943077,1,Buy,31.212137
2020-10-08,111.96028137207031,AAPL,-0.0009558919290002521,-0.10712432861328125,0.3931675829431151,-1,Sell,31.212137
2020-10-09,113.90792846679688,AAPL,0.017395875312728792,1.9476470947265625,0.39361016356752243,1,Buy,31.212137
2020-10-12,121.14341735839844,AAPL,0.06352050282180888,7.2354888916015625,0.43996441983598866,1,Buy,31.212137
2020-10-13,117.9298095703125,AAPL,-0.026527300105614438,-3.2136077880859375,0.4532471223527611,-1,Sell,31.212137
2020-10-14,118.01744079589844,AAPL,0.0007430795140366264,0.0876312255859375,0.4371301236699848,1,Sell,31.212137
2020-10-15,117.55001831054688,AAPL,-0.00396062210974335,-0.4674224853515625,0.43181206415013956,-1,Sell,31.212137
2020-10-16,115.9042739868164,AAPL,-0.014000374881973143,-1.6457443237304688,0.4162065935626177,-1,Sell,31.212137
2020-10-19,112.94384002685547,AAPL,-0.025542060341085193,-2.9604339599609375,0.4196614000917654,-1,Sell,31.212137
2020-10-20,114.43379974365234,AAPL,0.013192040543712702,1.489959716796875,0.41873730423750727,1,Buy,31.212137
2020-10-21,113.81053924560547,AAPL,-0.005446472103898148,-0.623260498046875,0.385729058242674,-1,Sell,31.212137
2020-10-22,112.7198715209961,AAPL,-0.009583187390542869,-1.090667724609375,0.3883166297593868,-1,Sell,31.212137
2020-10-23,112.02845001220703,AAPL,-0.0061339806323348345,-0.6914215087890625,0.36821760918226865,-1,Sell,31.212137
2020-10-26,112.03816986083984,AAPL,8.676232360405045e-05,0.0097198486328125,0.3585785860563628,1,Sell,31.212137
2020-10-27,113.547607421875,AAPL,0.013472529611203043,1.5094375610351562,0.360246352770019,1,Buy,31.212137
2020-10-28,108.28898620605469,AAPL,-0.046312038934316124,-5.2586212158203125,0.3935442551016969,-1,Sell,31.212137
2020-10-29,112.30110931396484,AAPL,0.03705014931320716,4.012123107910156,0.4158253253793134,1,Buy,31.212137
2020-10-30,106.01023864746094,AAPL,-0.05601788535246133,-6.290870666503906,0.44737201186596337,-1,Sell,31.212137
2020-11-02,105.92257690429688,AAPL,-0.0008269177042000697,-0.0876617431640625,0.4308805725744796,-1,Sell,31.212137
2020-11-03,107.54887390136719,AAPL,0.015353638899284983,1.6262969970703125,0.4244897528140816,1,Buy,31.212137
2020-11-04,111.94081115722656,AAPL,0.04083666426751442,4.391937255859375,0.4457222726418877,1,Buy,31.212137
2020-11-05,115.91400146484375,AAPL,0.035493670865370364,3.9731903076171875,0.4627930334512785,1,Buy,31.212137
2020-11-06,115.78231048583984,AAPL,-0.0011361093339862238,-0.13169097900390625,0.4593527583393228,-1,Sell,31.212137
2020-11-09,113.47038269042969,AAPL,-0.019967884435100336,-2.3119277954101562,0.4010516900702185,-1,Sell,31.212137
2020-11-10,113.12894439697266,AAPL,-0.0030090521011860716,-0.34143829345703125,0.3912926278547829,-1,Sell,31.212137
2020-11-11,116.56269836425781,AAPL,0.030352567909022632,3.4337539672851562,0.40760589124314256,1,Buy,31.212137
2020-11-12,116.2895736694336,AAPL,-0.002343156933195756,-0.27312469482421875,0.4074538963242963,-1,Sell,31.212137
2020-11-13,116.33834838867188,AAPL,0.0004194246973243665,0.04877471923828125,0.4041894404180166,1,Sell,31.212137
2020-11-16,117.35287475585938,AAPL,0.008720481090191301,1.0145263671875,0.3930581922419519,1,Sell,31.212137
2020-11-17,116.46517181396484,AAPL,-0.0075643902524016315,-0.8877029418945312,0.39227108961158896,-1,Sell,31.212137
2020-11-18,115.13846588134766,AAPL,-0.011391439277111948,-1.3267059326171875,0.3941645382569565,-1,Sell,31.212137
2020-11-19,115.73353576660156,AAPL,0.005168297846413372,0.5950698852539062,0.39244771671633955,1,Sell,31.212137
2020-11-20,114.46540069580078,AAPL,-0.010957369118646976,-1.2681350708007812,0.3940805700313517,-1,Sell,31.212137
2020-11-23,111.06087493896484,AAPL,-0.029742837015734436,-3.4045257568359375,0.4093012714890449,-1,Sell,31.212137
2020-11-24,112.34854125976562,AAPL,0.011594238938856138,1.2876663208007812,0.40852753056543856,1,Buy,31.212137
2020-11-25,113.1874771118164,AAPL,0.007467260746279347,0.8389358520507812,0.37091063278299685,1,Sell,31.212137
2020-11-27,113.73374938964844,AAPL,0.004826260746958466,0.5462722778320312,0.34800009046128155,1,Sell,31.212137
2020-11-30,116.13349914550781,AAPL,0.021099715508700045,2.399749755859375,0.28227309837666137,1,Buy,31.212137
2020-12-01,119.71359252929688,AAPL,0.030827396144358366,3.5800933837890625,0.29605057726047174,1,Buy,31.212137
2020-12-02,120.06475830078125,AAPL,0.002933382618172109,0.351165771484375,0.2942916764119085,1,Sell,31.212137
2020-12-03,119.9281997680664,AAPL,-0.0011373739859014131,-0.13655853271484375,0.26393942101699147,-1,Sell,31.212137
2020-12-04,119.2551040649414,AAPL,-0.005612489009480082,-0.673095703125,0.2369785477212754,-1,Sell,31.212137
2020-12-07,120.71833801269531,AAPL,0.012269780477966785,1.4632339477539062,0.2397417964629664,1,Buy,31.212137
2020-12-08,121.33291625976562,AAPL,0.005091009843141592,0.6145782470703125,0.22506533498911982,1,Sell,31.212137
2020-12-09,118.79662322998047,AAPL,-0.020903585836139715,-2.5362930297851562,0.240323409012665,-1,Sell,31.212137
2020-12-10,120.2208480834961,AAPL,0.011988765461442785,1.424224853515625,0.22014537143522403,1,Buy,31.212137
2020-12-11,119.41117858886719,AAPL,-0.006734850964173589,-0.8096694946289062,0.22174478254128036,-1,Sell,31.212137
2020-12-14,118.79662322998047,AAPL,-0.005146547971045745,-0.6145553588867188,0.2229541298745863,-1,Sell,31.212137
2020-12-15,124.7471694946289,AAPL,0.05009019703471429,5.9505462646484375,0.2821202002638152,1,Buy,31.212137
2020-12-16,124.67887878417969,AAPL,-0.0005474329455800175,-0.06829071044921875,0.27965522249321356,-1,Sell,31.212137
2020-12-17,125.54708862304688,AAPL,0.006963567906077106,0.8682098388671875,0.2741765392711761,1,Sell,31.212137
2020-12-18,123.55706787109375,AAPL,-0.015850791713124757,-1.990020751953125,0.2834677570221403,-1,Sell,31.212137
2020-12-21,125.0886001586914,AAPL,0.012395343414878468,1.5315322875976562,0.279849029588918,1,Buy,31.212137
2020-12-22,128.64920043945312,AAPL,0.02846462648270598,3.5606002807617188,0.2607474892188654,1,Buy,31.212137
2020-12-23,127.7517318725586,AAPL,-0.006976091291891917,-0.8974685668945312,0.26517834395146356,-1,Sell,31.212137
2020-12-24,128.73695373535156,AAPL,0.0077120039654396955,0.9852218627929688,0.265190683973214,1,Sell,31.212137
2020-12-28,133.34132385253906,AAPL,0.035765722145739476,4.6043701171875,0.28450284239814994,1,Buy,31.212137
2020-12-29,131.56593322753906,AAPL,-0.013314631756344286,-1.775390625,0.2898775409222445,-1,Sell,31.212137
2020-12-30,130.44412231445312,AAPL,-0.008526606284514404,-1.1218109130859375,0.2793875893620949,-1,Sell,31.212137
2020-12-31,129.4393310546875,AAPL,-0.007702848100303417,-1.004791259765625,0.28268300596828055,-1,Sell,31.212137
2021-01-04,126.23970031738281,AAPL,-0.02471915384013268,-3.1996307373046875,0.3001276630837669,-1,Sell,31.212137
2021-01-05,127.80046844482422,AAPL,0.012363528458301465,1.5607681274414062,0.30027921049044104,1,Buy,31.212137
